1	Bptf	Cbfa2t3h	Cdkn2a	Dnmt3a	Eif2b1	Erg	Ets1	Ets2	Etv6	Ezh2	Fli1	Foxo3a	Gata1	Gata2	Gata3	Gfi1	Gfi1b	Hhex	HoxA5	HoxA9	HoxB4	Ikzf1	Kit	Ldb1	Lmo2	Lyl1	Mecom	Meis1	Mitf	Mpl	Mrpl19	Myb	Nfe2	Notch1	Pbx1	Polr2a	Prdm16	Procr	Runx1	Sfpi1	Sh2b3	Smarcc1	Smarcc2	Tal1	Tcf7	Tet2	Ubc	Vwf
shGata2_047	4.43202372	3.66537162	10.66248266	4.44431866	2.07269065	1.88818652	11.78936067	3.36978023	2.11952338	7.1164832	0.46214421	0.262579840000001	8.33892639	1.82119054	4.67480684	4.58418897	4.09034061	3.09885972	5.53722481	15	15	1.67967005	-2.0334975	2.7975189	3.14341559	-0.0983577399999991	15	-0.577332459999999	5.35400928	4.93347323	2.71137594	0.509443900000001	1.12363639	8.13886022	4.43972488	2.02320693	15	1.95103378	1.72139711	3.16734617	15	0.865675210000001	2.79202973	3.2513107	15	3.33834479	-2.02320693	15
shGata2_048	3.08137192	1.59179627	15	2.36491511	1.69451145	4.3501032	15	15	2.27473087	15	-1.0027816	-1.01974286	2.81389985	4.54582668	15	15	2.16470626	15	15	15	15	1.28254173	-2.35367732	3.90201156	1.85635269	0.0705162099999992	15	-1.01177273	15	1.51370596	1.72345796	-2.08822972	0.11779241	15	1.59007863	2.14099232	15	15	-0.265990650000001	5.14100023	15	0.90045918	2.6859148	0.252085529999999	15	3.20938821	-2.14099232	4.99702122
shGata2_049	3.92134932	2.43789189	15	4.41624514	2.37871189	2.60274179	15	3.72465067	1.92445478	7.53738073	-0.307361	0.78014076	15	2.1488372	4.63027761	15	15	15	15	15	4.34563626	1.37992562	-2.06322285	2.23559629	0.78906209	-0.53453053	15	-0.102990800000001	15	5.43209082	2.35949502	0.140535270000001	1.0955197	8.21415506	4.83849228	2.42662583	15	2.29081601	1.80818296	2.96097409	15	0.81729608	3.54953222	2.242783	15	2.49473491	-2.42662583	15
shGata2_050	2.92538966	2.27597813	15	3.35203787	0.128013969999998	15	15	6.14906197	1.26938786	5.50257192	-1.14140356	-1.48360391	0.19196337	15	15	15	2.23340063	15	15	15	2.97066808	0.21479978	-3.10253866	1.33458618	1.13890504	-0.936768040000002	15	-1.61790981	15	1.58205427	15	-3.38625328	-0.465034930000002	15	0.0951306999999986	2.59745116	15	15	-0.178451610000003	3.53630684	15	0.503154689999999	1.79236386	-1.44902204	15	4.2448137	-2.59745116	-0.677751520000001
shGata2_051	3.97920451	4.01381305	15	15	1.26539834	2.83619676	15	15	4.57955578	6.11925214	1.66870599	-0.13827906	15	2.25096874	3.28601672	15	15	15	15	15	15	1.12375793	-1.90329495	1.97640044	2.32157618	-0.264621329999999	6.1614053	0.0849620600000005	15	4.35458462	3.10444569	0.43668682	1.94010036	15	4.79689652	2.26630002	15	3.58709365	4.62283441	4.20747356	15	0.556248679999999	2.76179986	1.44373772	15	3.46551966	-2.26630002	15
shGata2_052	3.6899219	2.23746071	5.45173246	4.80807514	0.188611290000001	2.01678153	15	2.87016255	2.8163416	15	0.476547010000001	0.650448140000002	15	2.1244729	4.25808575	15	3.03251596	3.54392084	15	15	3.61264166	2.10024358	-1.08844586	1.70613009	1.36603063	-0.342065239999998	15	0.128169740000001	15	2.51496284	1.7167697	-1.25035525	1.41934017	15	6.38360999	2.07341112	15	1.76728584	3.96738217	2.30168179	15	0.37767408	3.45175836	0.718984560000003	15	3.70842422	-2.07341112	15
shGata2_053	3.951356805	4.500593835	15	11.057812995	1.771954465	2.278781845	15	2.621002575	1.213247685	7.374362525	-0.589638715	-0.275369515	15	4.512230765	15	15	11.065022675	2.509438145	10.926432115	15	15	1.993189075	-2.301178925	2.419404375	1.197893045	0.454960485000001	15	0.879944475000002	10.028268735	4.483218015	3.680905225	-0.0490526949999985	-0.0552631749999986	15	3.821128955	2.695328945	15	2.757410605	1.967366005	2.709497455	15	0.195911615000002	2.923463485	2.598304175	15	1.208640975	-2.695328945	15
shGata2_054	3.89871613	2.53480206	15	3.45801968	1.55782604	5.53453204	15	4.87162383	1.77304236	15	0.319500979999999	0.416509399999999	15	2.06376565	6.99015192	15	15	2.8508779	4.79334253	15	4.09285695	2.28570117	-1.57242363	2.39785285	2.42518457	0.575240229999999	15	-0.213911990000001	3.26513228	2.11128739	2.10791496	1.77692874	3.31186288	15	3.71443852	2.74478794	15	3.25267119	3.02501937	3.4667811	15	1.5427447	5.52792059	1.21010963	15	2.63380344	-2.74478794	15
shGata2_055	3.125302475	1.833270355	4.709547775	3.189832955	1.735802095	3.198257365	15	2.788042445	2.446910965	5.401715965	0.244875524999999	-0.530918485000001	15	6.596116555	4.941868535	15	5.729330725	2.819156765	5.422208015	15	3.589271355	0.542266515	-2.312743705	2.376983065	1.022097755	-0.818439675	5.616905465	-0.0310607650000012	5.756662545	2.179911065	1.725146985	-0.253336715	1.569947005	9.708572975	5.107082055	2.290903655	15	3.869871725	3.286859805	3.089055405	15	0.182330804999999	3.794455055	1.715113965	15	2.692157195	-2.290903655	15
shGata2_056	4.00087009	3.109896	9.64191764	15	3.09283252	4.07263078	15	5.30100963	4.03190285	7.78075945	1.79578047	1.72556951	15	3.76790546	15	15	3.6418758	15	5.28738731	15	15	2.25930126	-0.962369519999999	4.23477405	15	1.26209224	15	0.32597131	5.01797145	4.55670055	2.17472107	0.55872108	1.84443085	10.76112352	4.42526497	3.0966924	15	2.38556861	3.76972	3.65189827	7.40783862	1.92662859	3.70031679	1.94902727	15	6.62085127	-3.0966924	15
shGata2_057	3.59661206	2.06738241	15	5.61269036	1.4096391	3.86221621	15	3.47545199	3.80125467	15	-0.998929410000001	1.31636545	3.0407778	4.78413275	4.95244189	15	1.92210098	2.61891279	15	15	3.66325056	1.91780492	-0.58519104	3.3351488	2.32395677	2.03419647	15	-0.906179740000001	15	0.299292119999999	1.8069931	-1.04268991	0.498960109999999	15	1.38439462	2.35737725	15	15	2.22029519	4.69631591	15	1.14114922	4.8553484	0.80022396	15	4.05325291	-2.35737725	2.80257519
shGata2_058	4.83183676	3.81154837	4.86747029	3.86092903	2.45701832	2.98369567	15	3.74920971	5.68112987	15	1.13191471	1.56651843	15	2.76026204	4.46358807	6.47833041	2.68397222	4.83125229	6.11171324	15	5.25019058	2.52950879	-0.649697239999998	3.96387523	1.69719173	0.172830310000002	15	0.814456390000002	15	4.54381568	4.14879026	0.129311420000001	2.17240955	9.38558886	6.95139151	1.69499361	15	2.12718452	4.8919784	2.60959941	15	1.36077363	4.59017371	2.44089556	15	3.2505335	-1.69499361	15
shGata2_059	3.323120535	1.715344035	15	15	0.523991915000002	2.247218305	15	4.312653275	2.442017215	6.549823935	-0.568407465	0.235821775	15	2.383974825	2.180913425	15	15	15	15	15	15	2.268249925	-3.109017695	0.411525084999999	3.544326475	-0.920932564999999	15	-0.0861797150000001	15	0.618495744999999	1.812915545	-1.720012625	0.434390505000001	15	15	2.306290745	15	4.098860935	0.630516214999998	2.888704925	15	-0.024382525	3.985564035	0.413482255	15	2.217914755	-2.306290745	15
shGata2_060	4.329781095	3.445332515	15	15	3.390096495	3.327965365	15	15	3.018114975	15	2.090003775	0.529141605000001	15	3.289005965	4.382293615	15	15	15	15	15	3.996149635	2.314239805	-0.839313674999998	2.487361935	3.627133435	-0.167187594999998	15	1.435350945	2.780443895	4.566631225	2.363327965	15	1.289157865	15	5.705985625	3.035484355	15	3.640356895	2.881649855	3.270960765	15	3.451588805	2.842073185	0.737402405000001	15	2.762854395	-3.035484355	15
shGata2_061	4.003888115	3.001073275	5.672302585	15	0.928937225	4.118967425	15	15	2.542583295	15	1.020024955	1.699388305	15	3.103695225	15	15	4.330906935	3.276958005	15	15	15	2.549265405	-1.232246895	3.176324065	4.704036375	-1.123239395	15	0.185866245000001	15	2.513274945	1.936695835	0.0148234150000004	3.388179845	15	15	2.204914415	15	5.348355875	4.204479615	5.817176345	15	0.0519937950000013	4.842827445	5.817275405	15	4.517619635	-2.204914415	15
shGata2_062	3.77771471	1.4086997	4.3009314	3.09317282	0.606852559999998	3.26410082	15	2.99690857	2.98497348	7.40581787	0.686052269999999	0.770246189999998	15	2.25541194	15	15	15	9.17600963	15	15	15	1.97742885	-1.86922298	1.95422113	1.71094006	0.849600979999998	15	0.038315149999999	15	15	1.60459309	1.61180073	1.27069211	15	4.98359099	2.17498427	15	2.80750151	4.39052556	3.25175418	15	0.686070819999999	4.78751597	2.3944183	15	4.11754369	-2.17498427	15
shGata2_063	3.358823	2.26565276	15	4.01352413	1.3112458	3.4998843	15	5.5327627	2.56173099	15	1.21702746	1.50734888	15	3.6301328	15	15	2.77732876	15	15	15	15	2.81689995	-0.96393894	2.61122956	2.82019881	-0.175890969999999	15	-0.0389081499999993	15	3.84829271	1.46148023	0.374555989999999	2.41993478	15	6.22663745	2.07749126	15	1.78416269	2.47738451	3.18552998	15	0.59965004	3.36635266	1.06961188	15	4.84405777	-2.07749126	15
shGata2_064	3.928674455	1.210179415	15	3.870169475	0.634663424999999	2.478706435	15	3.004857165	1.866581575	7.677915865	0.252578685	0.123899985	15	2.407023745	4.112497295	15	2.309932635	3.644167565	15	15	6.873201905	1.656028925	-2.340489785	1.768508925	2.435513565	-1.203573045	15	-0.467254735000001	15	0.0952697349999987	1.905990795	-1.313376075	1.540850695	10.045600325	3.290660555	1.859200875	15	15	3.722829355	3.024110145	15	0.350889615	3.870567475	0.206420114999998	15	3.578606215	-1.859200875	15
shGata2_065	2.98598051	1.87641116	15	3.59140694	1.83090814	1.48302967	15	4.2819733	2.87671997	5.39554631	0.0911954099999992	0.29868523	15	3.82963171	15	15	4.14631017	1.79253864	15	15	3.92659821	1.42510512	-1.27656022	2.0472825	2.42023694	-0.0409677500000001	15	-0.571128010000001	4.2053579	15	3.29129173	0.266118819999999	1.49762704	8.87151666	3.47145874	2.03998821	15	0.836733150000001	1.1579817	3.38713776	15	0.47220918	3.24154811	1.74788664	15	2.63210347	-2.03998821	15
shGata2_067	4.224637445	3.204855605	5.969775695	2.608285325	1.153789005	2.395821375	15	3.685867845	2.845545735	6.980245395	0.972998385	0.378687475000001	15	3.172095185	15	15	15	2.903112805	7.475333525	15	5.211611965	2.033715705	-0.938312974999999	2.082281005	1.786309595	-0.475605244999999	4.258093975	-0.307374274999999	5.067733885	2.142716205	2.381619095	1.134397885	2.147385885	8.745025135	4.607443025	2.541472065	15	2.875082345	4.655479465	3.606948885	8.469063845	0.997208915	3.021890805	1.284324605	15	3.218428205	-2.541472065	15
shGata2_068	5.70022619	2.12921546	15	3.47194214	1.13114046	1.25914976	15	1.72793495	2.66005782	7.66281498	2.5261737	1.55018424	15	2.54124282	15	15	3.45944688	15	15	15	4.16822803	2.44348494	-1.50636675	15	3.13102267	0.303353120000001	15	0.307184790000001	4.92663379	3.85732337	4.41416343	1.82305433	1.64964676	9.90913423	15	2.99014974	15	2.54238765	3.14343043	3.97106031	15	0.569057020000001	3.11935069	3.25137419	15	3.19577129	-2.99014974	15
shGata2_069	4.9602757	1.70124085	6.29659292	2.96351932	2.7560376	5.06462747	15	3.30811467	2.1131738	7.8723935	0.800048540000001	0.173052050000001	15	1.79527286	15	6.29171802	2.23507579	4.39431078	15	15	15	2.27233139	-1.97083054	2.94343295	3.88131604	-0.800433930000001	15	1.0845741	15	2.20142128	2.53983173	-0.501289480000001	0.726973729999999	15	15	2.22467826	15	5.43376638	2.62452941	3.2576976	15	1.16777034	3.66619417	1.49857909	15	2.65476637	-2.22467826	15
shGata2_070	2.87154745	0.748701200000001	15	4.08408212	0.498863570000001	1.36560156	15	4.11246979	1.74185597	15	-1.34554934	-0.0992352699999994	15	2.17667547	15	3.65028068	15	2.56763788	15	15	3.60454641	0.4694102	-3.09187246	2.23028005	0.907158930000001	-1.41785834	15	-0.505400099999999	4.95725987	3.71528812	1.02937469	-1.06509961	1.37550301	5.87991833	11.74882971	1.72254078	15	3.81247151	0.249174910000001	1.98044497	15	0.0677221700000015	2.20566802	0.0893799900000012	15	2.17524674	-1.72254078	15
shGata2_071	3.97755299	1.33769062	15	3.93294556	2.35116058	2.79738664	15	2.47669481	2.07286501	15	0.570290829999999	0.0866439799999998	15	3.19499949	15	5.68714752	15	15	4.92367419	15	4.02652054	1.31558706	-1.83157705	3.78914691	1.79956378	-0.33713498	15	0.0481572899999989	15	1.95568686	2.01025557	0.54333639	2.38097535	15	4.4866113	2.25773223	15	2.50971885	2.9991147	3.4988931	15	0.82863165	3.33002501	1.0865844	15	3.0900471	-2.25773223	15
shGata2_072	3.469347005	1.117869525	11.256970415	3.272683345	1.344525415	1.675865075	15	2.163599915	1.816312925	6.856382105	0.402725545000001	0.193824285	15	4.108386435	15	15	4.062152945	2.120362805	15	15	4.225641245	0.734941005000001	-2.175979415	3.056744435	3.427044955	-0.362176945	15	-0.0391014749999989	15	3.300845635	2.255721975	0.216349335	1.092807515	8.645737035	5.537239585	2.106819385	15	1.389979175	3.302269455	3.305760175	15	1.041873295	5.000868465	1.515882765	15	3.971840005	-2.106819385	15
shGata2_073	2.89141799	4.41385117	15	15	1.95241933	1.14866489	15	4.78938975	1.41486323	7.62190349	1.0520489	0.0876520299999992	15	2.63877892	7.92400736	15	5.60789683	15	15	15	4.21377774	1.39047423	-1.60735656	5.43899103	2.79462682	-1.2413673	15	-0.472027520000001	15	2.43183635	1.61837056	-0.18054422	1.87759581	7.28705964	4.41727296	2.34613825	15	1.61443227	3.75504961	3.08898762	15	0.263244889999999	2.47076408	3.26238886	15	2.50353612	-2.34613825	15
shGata2_074	2.927020005	0.551432734999999	4.776741885	1.829203865	0.0896203950000007	2.182342625	15	2.688617915	1.510509055	5.444060555	-1.703154535	-1.122089235	1.918337875	0.559490074999999	2.796656825	2.082732525	1.737299935	3.332452255	15	15	2.279403095	-0.0249308349999993	-3.012942305	1.847471505	1.186075555	-1.709336415	15	-0.828961225	15	0.246531875000001	2.730842285	-2.742353615	-0.317630455	15	0.0302980650000002	2.240393755	15	15	1.198142265	3.571773825	15	-0.483461244999999	2.432287825	0.179041274999999	15	2.377297895	-2.240393755	5.103018475
shGata2_075	4.707488015	2.688350915	15	3.606802115	1.990401055	1.826528375	15	4.392159255	3.775237675	15	1.074974185	0.542986205	15	4.924646995	3.231472905	15	5.672420695	15	15	15	4.489529185	1.702875735	-1.648092315	4.655195855	3.517178395	-0.151169525	15	0.0577607049999997	4.294296355	15	3.263384425	1.569623495	0.844842365	15	6.178311295	2.089797295	15	15	2.424308475	2.847229195	15	1.457547665	2.892722475	1.659542615	15	3.456698915	-2.089797295	15
shGata2_076	3.403665385	2.450194075	15	15	1.097911705	15	15	3.389011345	3.310327705	15	0.729031025000001	0.0872632850000006	3.440014455	15	15	15	2.609010015	15	15	15	7.338459265	1.377988455	-0.664155114999998	6.455535515	3.133719685	2.335666355	15	-0.201432324999999	15	2.399847405	2.711091465	-1.193031715	0.163967815000001	15	2.977088635	1.503030405	15	15	1.068062095	15	15	1.603769445	2.944455135	2.123388985	15	4.542842055	-1.503030405	15
shGata2_077	3.66005463	15	15	4.72308827	2.41531915	3.13009941	15	5.62271011	3.0821234	7.51965697	2.65444818	0.72869363	15	5.76747004	9.33487851	15	15	2.8194583	15	15	15	2.81502755	-0.46204292	2.98766496	3.46388075	0.883705880000001	15	0.83579864	15	3.66890354	3.96179374	2.04671852	1.28381281	15	6.50356918	2.46629525	15	3.37484076	5.34483378	5.2702407	15	0.886769950000001	3.12775077	2.37010803	15	3.82386179	-2.46629525	15
shGata2_078	2.273445265	2.202674935	15	3.076711395	0.965481694999998	2.293305865	15	3.303336285	2.304638795	15	-1.235888515	-1.439314895	4.212672865	4.189064505	15	15	0.663398154999999	2.185799505	5.808356345	15	2.982950415	1.109324105	-3.025611655	1.438510025	1.265209475	-0.299341355000001	15	-1.278809875	15	2.655846465	2.216745135	-2.461930025	-0.173817855000001	15	0.941673994999999	2.585725425	15	15	0.797726144999999	3.758999855	15	0.373533795	2.868529375	-0.901846815000001	15	1.738016675	-2.585725425	15
shGata2_079	3.43616399	2.19493565	15	15	0.676244560000001	15	15	15	2.98744355	4.88267295	0.12476208	0.698389240000001	2.52280824	15	15	15	3.10329382	15	15	15	15	1.45819516	-1.71808744	2.05148206	1.55507628	1.36995303	15	1.424771	15	15	1.35826736	-1.75970364	0.633360070000002	15	15	1.83431452	15	15	1.54903623	4.90897277	15	1.35563815	3.77731534	0.44846987	15	4.41397741	-1.83431452	15
shGata2_080	2.920681075	3.332638605	4.987091535	15	0.781873024999999	2.683261905	6.951623795	3.263558065	1.467557695	6.592428205	-1.265029595	-0.447368765	4.277040015	8.685982645	15	15	2.457643595	15	15	15	3.052017595	0.886375655000002	-1.678968345	1.865543405	0.593917155	-1.002337725	15	-1.261297595	15	1.938262895	1.519027735	-1.622562055	0.655161045	15	0.745177435000002	2.390651125	15	15	0.974065365000001	4.815476815	15	0.300036205000001	2.582579255	1.058091395	15	1.955076445	-2.390651125	3.581411805
shGata2_081	3.54578121	4.8279489	3.78271481	2.4214491	2.43994128	4.11015979	15	3.98022078	2.72318302	7.25841559	0.838936129999997	0.674173649999998	15	15	3.64069556	15	15	2.61089047	15	15	15	1.55335034	-2.33830196	4.25854095	15	-0.224363980000001	15	0.0272279599999976	3.08783374	15	3.16933288	0.649992599999999	0.587754619999998	15	3.87868563	2.12497299	15	1.65236034	5.40575782	2.20833407	15	0.710507539999998	3.17603994	1.03971037	15	3.52351537	-2.12497299	15
shGata2_082	3.2078975	3.85896876	15	5.53751673	1.82444319	2.64384645	15	3.71084377	3.43625238	6.19230178	1.64005311	1.39093162	15	2.49174427	4.70046804	15	5.64271727	2.34616348	15	15	15	1.87815738	-1.50534827	1.93469547	2.55354505	1.17234176	6.99074569	1.86308122	15	4.3034979	3.65244967	1.5192023	2.79199665	8.89784195	4.28855644	2.29549484	15	2.10125136	2.03621261	2.49291366	15	1.9018824	4.40015151	2.02127652	15	2.92034463	-2.29549484	15
shLuc_002	3.765748185	1.228480435	2.912254515	3.166715285	3.091747685	4.966762655	15	3.570882405	2.378776225	15	0.235819905	-0.583755225000001	15	1.120858455	15	15	2.339201035	2.178537355	15	15	15	1.080547295	-3.415209095	4.821165865	3.242507245	-1.074688855	15	-0.0365012250000003	3.881523325	0.746566465000001	2.310354985	0.648531755	0.715293075	15	4.585529995	1.854543875	15	4.953829015	5.559549855	4.458490875	15	1.032948575	3.769470335	0.525942365000001	15	3.333202745	-1.854543875	15
shLuc_003	5.00140333	3.71417259	15	4.23146704	0.852103639999999	2.28102975	15	3.14596455	2.62847221	4.74588866	0.103956569999999	0.129118179999999	15	1.76983638	15	5.94933578	2.50986884	15	15	15	3.94460845	3.04228101	0.372208880000001	1.31047239	2.11856925	-0.843911390000001	15	-0.59807741	15	1.39663995	5.35685475	0.183620899999999	0.61688178	7.00285961	5.22997985	1.9928504	15	5.09649174	4.59886762	4.26995784	15	1.07284498	3.70946588	1.83800977	15	5.50110112	-1.9928504	15
shLuc_004	3.471524495	3.181190455	15	4.093841865	1.291392255	3.202032875	15	2.294834555	2.698466185	6.440927175	-0.0794841049999988	0.156750635000002	15	2.837691675	4.774005765	15	3.148887445	15	15	15	4.965432355	1.633762965	-1.504786365	2.106219295	4.494541085	-1.065997715	15	-0.413777804999999	15	1.117384295	2.316309415	0.482015915000002	2.157108315	15	15	1.619571585	15	15	3.863824925	3.254990575	15	0.477292765000001	5.300582385	1.151215915	15	3.765511025	-1.619571585	15
shLuc_005	4.18178047	2.66623456	3.44713386	3.8600632	2.6369354	3.00879508	15	3.78084375	2.58032613	15	0.85700918	0.67509703	15	2.60840232	5.85192944	15	1.3369098	3.64776668	5.35604116	15	15	1.98868275	-0.904330269999999	2.14676746	2.58788372	-0.275440469999999	15	0.41524808	5.09165659	1.57968994	4.09760721	2.25168162	1.61792999	10.66211505	4.80338137	2.77021591	15	15	2.91703945	3.67052117	15	2.39799485	6.4643279	2.0144572	15	2.66520809	-2.77021591	15
shLuc_006	4.51686594	5.66323891	5.8334631	4.48098838	1.0341445	2.51253781	15	15	3.11181132	5.75827498	0.97611459	2.43848676	15	2.35729046	5.0128757	15	3.43004814	3.02461946	15	15	2.86722834	2.19355709	-0.928947560000001	3.69792555	15	-0.470822910000001	15	0.18591732	15	2.21862937	2.31239742	0.18944679	0.490214419999999	15	3.65014301	1.92108139	15	3.57459495	4.7872658	4.74277343	15	0.525166159999999	5.5011586	1.90126701	15	4.78015225	-1.92108139	15
shLuc_007	2.35262408	3.70194709	15	3.40189286	0.256707710000001	15	15	3.31632621	1.89371575	15	-1.86032997	0.276731840000004	15	3.62713738	15	15	1.30261797	15	15	15	15	2.21889799	-1.38252609	15	0.155868860000002	-0.746296929999998	15	0.143018050000002	15	-0.0475122299999988	1.68315856	-0.721606219999998	0.25188666	15	4.1268374	3.5172993	15	15	1.52582261	4.03193317	15	0.483198190000003	3.33098165	1.79495413	15	2.52575916	-3.5172993	15
shLuc_008	3.48597071	3.10221724	15	15	0.855526639999997	3.27681955	15	4.92577891	2.46647917	7.39089726	-1.98823233	0.811366399999997	15	4.71302153	15	15	3.36785322	15	15	15	4.88595629	2.02885568	-0.375940120000001	3.01686659	3.33204311	0.798847139999999	15	-0.594721060000001	15	-0.217900480000001	2.90869944	1.04342462	0.803148179999997	15	2.61091653	1.96946345	15	15	2.16090338	6.02019796	15	0.85847343	3.9340726	3.26828142	15	5.45639601	-1.96946345	2.35044156
shLuc_009	3.5907967	3.25138148	15	3.85025921	2.96395988	2.27720925	15	15	3.37513631	15	-0.487561300000001	0.649081839999997	2.86598645	3.14668415	15	15	5.4855689	3.71244911	15	15	4.19839471	2.86169222	-0.213169910000001	2.47897971	2.71664086	-0.0312939800000009	15	-0.111547030000001	15	0.747450730000001	1.84957355	0.523553789999999	0.425126629999999	15	1.51011519	2.45475802	15	15	2.13069288	6.26398399	15	1.44100735	4.88990893	3.25558571	15	5.06551379	-2.45475802	1.88060273
shLuc_010	4.850427505	2.784921935	15	4.547518315	1.972452135	2.223865515	15	2.270880935	3.331508095	11.991632355	-0.247172604999999	0.249400395	15	2.239642495	15	15	4.698965695	2.691118125	15	15	5.277104615	1.392370755	-1.061615045	2.169889735	2.966839305	-0.526227445	15	0.0975943949999998	4.298628965	0.367619495	3.392197415	0.404933574999999	2.189239095	15	4.070014915	2.225758505	15	4.514674095	4.077697855	4.364684775	15	0.836789955	3.921876155	1.761703895	15	3.397606835	-2.225758505	15
shLuc_011	3.488591745	2.419310805	6.032118635	3.249224715	1.843335355	2.101633345	6.802704405	3.081528025	1.600846715	6.454715635	-0.544907925	-0.0511127649999992	15	1.923243095	15	15	3.558038725	15	15	15	4.627813765	1.537360765	-2.357327615	2.140663035	2.146460205	-0.854339435	15	-0.229688415	5.023727635	1.545195405	2.648331155	-0.124659885	1.904435595	10.253858355	5.922875785	2.442962945	15	15	4.571126785	4.322456875	15	0.00282299500000072	3.467365885	1.738931415	15	3.619717395	-2.442962945	15
shLuc_012	3.847247695	4.977439065	5.891754005	3.959099205	1.134587735	2.128350195	15	3.775619575	2.938005155	5.901040265	0.357074734999999	-0.516527885	15	1.884397945	15	15	15	3.866316835	15	15	15	2.104725285	-1.689514395	3.958060205	2.397193485	-0.450241265000001	15	0.933800385	3.559501615	1.157329815	4.685080855	0.232932255	1.533649575	15	4.017530605	2.708878305	15	15	5.231458775	4.476367165	15	2.037594515	3.169294975	2.127150625	15	3.199157235	-2.708878305	15
shLuc_013	4.20248232	3.81680276	15	2.56435646	0.74547815	2.98931595	15	3.05753938	1.97470098	15	0.59945143	0.724301930000001	15	1.68153701	4.71300127	15	15	3.07297097	15	15	15	1.04488419	-1.63878499	3.24167293	2.1787345	-1.11291601	15	-0.51644606	15	1.41519077	1.17211101	1.07637153	1.71118333	15	5.67910767	2.31480216	15	3.29710039	7.34567615	4.25430526	15	0.698198570000001	3.94901887	1.82524576	15	3.38335146	-2.31480216	15
shLuc_014	2.61098984	2.51992376	15	3.19064338	0.977139490000001	1.97917264	15	4.09360393	3.84817835	6.02647792	0.0514621700000006	-0.23023908	15	1.35900182	3.55607186	15	3.55776096	2.82402605	15	15	15	2.21027099	-2.11358478	1.7910646	4.49168862	-1.46461907	15	0.000675570000000292	4.78996843	0.765025380000001	2.39979519	-0.0399447199999994	0.83418298	15	4.75092056	2.13905065	15	4.69639565	4.97117068	4.00563875	15	1.13478432	4.86949546	7.935272	15	2.29390568	-2.13905065	15
shLuc_015	3.97717995	3.65666062	15	2.70892893	0.39180357	11.678833	15	2.73872365	2.23213542	15	0.335004720000001	0.78838097	15	1.69039835	3.24942584	15	1.0433021	15	15	15	15	3.29485233	-1.82958389	2.09268285	15	-0.944068289999999	15	-0.0016681399999996	15	-0.0534092899999994	1.61823038	-0.586689759999999	1.35404037	7.87688629	5.34795168	2.47199762	15	4.71602641	3.64883644	4.09913056	15	0.463694630000001	3.18646022	1.35055766	15	4.32292234	-2.47199762	15
shLuc_016	4.551069525	5.056671495	6.105006105	3.028835735	1.103178135	3.459944375	15	3.117820855	2.154997925	15	-0.259304795	-0.339813675	15	3.024987655	4.480780165	15	3.122779815	1.293034895	15	15	15	1.089341165	-1.162639585	2.291026195	3.527872385	-1.499798885	15	7.87950000002979e-05	4.723770375	1.194711315	2.178958655	0.947975775	3.056272885	15	3.125648985	2.423687355	15	5.266213505	4.415749295	4.679160205	15	0.759001534999999	3.621373535	2.152678875	15	3.765929685	-2.423687355	15
shLuc_017	3.377389465	1.975922345	6.211881705	2.407916515	0.787402364999998	3.877751345	15	1.910850105	1.300023965	5.593884545	-0.201769315000002	0.506768014999999	15	0.782596104999998	4.976093725	15	2.270447565	4.129455235	15	15	15	1.647334025	-2.833017995	2.411768205	3.071548345	-1.248975725	15	-0.478642925000003	15	0.895616974999998	0.629291694999997	-1.090762055	0.957005014999998	9.039453615	5.216888215	2.320846305	15	5.082345365	2.875818265	4.065926905	15	0.0724085649999981	3.549786935	1.574194215	15	3.663125715	-2.320846305	15
shLuc_018	3.383441235	2.841171655	5.496012165	4.859193955	1.913618805	3.301955485	15	2.639627415	2.555395055	9.336393755	0.616698984999999	0.438640435	15	1.864020005	15	15	2.174540115	3.984141655	15	15	15	1.881362605	-2.132251795	2.865249525	1.165123115	-1.053752205	15	0.917700014999999	3.806465595	1.041548875	2.468989215	1.461839805	2.284838625	9.801969405	4.963514815	2.109151735	15	15	4.531463325	4.721689135	15	1.487141925	4.571038595	2.592479545	15	3.651402815	-2.109151735	15
shLuc_019	3.15045019	1.99700771	15	10.98191369	2.49521501	4.04658874	15	2.86756679	3.16601428	5.5516439	1.30809783	1.14201473	15	3.29670652	15	5.62407687	2.21836239	3.36667897	15	15	3.93905243	2.13604453	-1.84528749	3.02528279	1.27730659	-0.87756197	15	0.380153159999999	4.29060701	1.31158309	2.90304613	0.33072411	-0.299401680000001	15	4.7042762	3.19054427	15	4.45969423	3.39835487	4.38733932	15	1.0426869	5.28695146	0.35918854	15	3.63630113	-3.19054427	15
shLuc_020	4.38895434	2.33356131	15	4.19108656	1.1550813	1.33407506	15	4.29960244	1.61025915	6.13236728	-1.18215323	0.0700559099999989	15	0.1281167	15	15	0.20537648	2.88976158	15	15	15	1.19983403	-2.4480213	3.80902388	1.67205291	-1.67110331	15	0.95216862	15	1.81548555	1.32776859	-1.31049936	0.36332434	15	1.73493388	2.07162531	15	15	2.30948268	6.07620032	15	0.0957209199999998	2.93793351	2.724846	15	2.09857187	-2.07162531	15
